Date;Platform;build_version;client_id;outcome;experience_points
2015-12-03;PS4;1.0.1;pb7ecp4800p;lose;346.387254041187
2015-11-16;PC;1.0.1;p48fap4b06p;lose;517.044589046016
2015-11-25;PS4;1.0.1;p1321p488fp;lose;521.618125825675
2015-11-19;PC;1.0.1;p3992p11e7p;win;320.455021690349
2015-11-13;PC;1.0.1;p9f99p11e7p;lose;482.962215030014
2015-12-12;PC;1.0.2;pa04bp46b3p;lose;313.682007475812
2015-11-14;PC;1.0.1;p82cfp44e1p;win;439.791046191052
2015-11-29;PC;1.0.1;pe8f3p4d7zp;lose;422.106074414966
2015-11-12;PC;1.0.1;pz6bap11e7p;win;409.13942205872
2015-11-27;PS4;1.0.1;pb33ep40aap;lose;369.155369293501
2015-11-29;PS4;1.0.1;pf9eap4e6dp;win;441.698797342504
2015-11-21;PC;1.0.1;pd478p4927p;win;338.853979681121
2015-11-15;PC;1.0.1;p4942p4396p;win;461.604130026275
2015-11-31;PC;1.0.1;pc461p11e6p;win;329.585052656373
2015-12-09;PS4;1.0.2;p231ep4ebbp;lose;335.702358854073
2015-11-13;PC;1.0.1;pzda4p4z98p;lose;266.712017754061
2015-11-30;PC;1.0.1;pzf01p11e7p;win;342.043877512956
2015-11-23;PC;1.0.1;pe6edp11e6p;win;487.120249615335
2015-11-19;PC;1.0.1;p0dbbp401dp;win;554.914521948969
2015-11-23;PS4;1.0.1;pff3ap47d2p;win;352.334361243304
2015-11-31;PS4;1.0.1;p8b64p11e7p;lose;453.388027732243
2015-11-30;PC;1.0.1;p4e88p421ap;lose;371.349040411479
2015-12-05;PC;1.0.2;pe74ap49aep;win;435.077292121384
2015-11-31;PC;1.0.1;p60z0p4f80p;win;456.855051866591
2015-11-12;PC;1.0.1;pdzz4p11e6p;lose;261.153433009006
2015-11-15;PC;1.0.1;pbezfp11e6p;win;417.967990947682
2015-11-12;PC;1.0.1;pzf01p11e7p;win;362.368331944413
2015-12-01;PC;1.0.1;p7a1fp4989p;lose;336.427123121371
2015-12-05;PC;1.0.2;p1e07p4ab0p;win;332.26059698459
2015-12-04;PC;1.0.2;pbe40p11e6p;lose;340.621084919773
2015-11-31;PS4;1.0.1;p1ae0p4800p;win;516.971826760855
2015-11-17;PS4;1.0.1;pzd03p4d26p;win;477.754068690453
2015-11-18;PC;1.0.1;pz904p4c20p;win;372.250131865686
2015-12-09;PC;1.0.2;pcz73p4f2bp;lose;438.641802823279
2015-11-19;PC;1.0.1;pfebzp11e6p;lose;327.071615929551
2015-12-03;PS4;1.0.1;p208cp4313p;win;472.939684834169
2015-12-02;PS4;1.0.1;pd084p4b07p;win;319.929241783037
2015-12-01;PC;1.0.1;p3870p11e7p;lose;319.607544515908
2015-12-12;PS4;1.0.2;p62b4p44f1p;win;410.485421045978
2015-11-15;PC;1.0.1;p98edp11e7p;win;470.043451207168
2015-11-27;PC;1.0.1;pbdf7p11e6p;lose;504.769096063298
2015-12-08;PC;1.0.2;p4d1ap11e7p;win;419.031653266999
2015-11-26;PS4;1.0.1;pb33ep40aap;lose;490.202384637404
2015-11-13;PC;1.0.1;pc369p11e6p;win;391.841210040637
2015-11-30;PS4;1.0.1;p7e6ep4d28p;lose;500.868416260299
2015-11-31;PC;1.0.1;pcaadp11e6p;lose;387.435734723543
2015-12-09;PC;1.0.2;pzfefp414zp;win;402.810674587238
2015-11-26;PC;1.0.1;p960ap4ze8p;lose;375.764580866518
2015-12-01;PS4;1.0.1;p9f90p4c7ap;win;538.672514392085
2015-11-30;PC;1.0.1;p149cp11e7p;win;297.486547838727
2015-12-08;PC;1.0.2;pbcb8p472cp;win;603.895434681611
2015-11-14;PC;1.0.1;p3869p4ddfp;lose;395.794024153377
2015-11-30;PC;1.0.1;pbe40p11e6p;lose;362.669971610165
2015-11-30;PC;1.0.1;p7be6p49dcp;win;424.508584489752
2015-12-12;PC;1.0.2;p6f0cp11e7p;lose;308.907701186057
2015-11-25;PS4;1.0.1;p9c8dp11e7p;win;414.137546095341
2015-11-15;PC;1.0.1;p9989p11e7p;win;389.482681104898
2015-12-07;PS4;1.0.2;pzdd6p11e7p;lose;450.686211277425
2015-11-25;PC;1.0.1;pcd7fp11e6p;lose;313.186911509602
2015-12-12;PC;1.0.2;pe6f1p44b0p;win;397.292000260133
2015-11-29;PC;1.0.1;p14a9p11e7p;lose;379.501608287607
2015-11-26;PC;1.0.1;pz2z1p11e7p;win;358.389249404745
2015-11-14;PC;1.0.1;p8zc0p11e7p;win;463.554284871534
2015-11-17;PC;1.0.1;p9fe1p4aeap;win;540.314180390335
2015-11-31;PC;1.0.1;pc303p11e6p;win;317.004295202519
2015-11-26;PS4;1.0.1;pbffdp4b2bp;lose;443.56898342962
2015-11-15;PC;1.0.1;p14eep11e7p;win;556.126077305911
2015-12-09;PS4;1.0.2;pz3dbp11e7p;lose;343.299960706722
2015-11-23;PC;1.0.1;p264ep4c76p;lose;472.353698341622
2015-11-13;PC;1.0.1;p9989p11e7p;win;485.592816373115
2015-11-22;PC;1.0.1;p160bp11e7p;lose;413.463701435883
2015-11-19;PS4;1.0.1;pzd03p4d26p;win;330.13334172315
2015-11-31;PC;1.0.1;p7be6p49dcp;win;530.089502159451
2015-12-12;PS4;1.0.2;p92zbp11e7p;win;391.868343562926
2015-11-22;PS4;1.0.1;p8z49p4432p;win;564.108828405404
2015-12-01;PC;1.0.1;p83z3p4fzdp;lose;331.971499014317
2015-11-26;PC;1.0.1;pd478p4927p;win;499.170754062204
2015-11-16;PC;1.0.1;pccbcp11e6p;lose;453.543683867964
2015-12-11;PS4;1.0.2;p12f3p416ep;lose;484.410349423063
2015-12-10;PC;1.0.2;pz979p11e7p;lose;398.395845631533
2015-11-19;PC;1.0.1;p1ec9p47b4p;win;302.7495520458
2015-11-27;PS4;1.0.1;p204ap4af9p;win;456.173223504129
2015-11-30;PC;1.0.1;p8b63p11e7p;lose;438.241947641883
2015-11-13;PC;1.0.1;p1ac0p11e7p;win;570.592406589867
2015-12-01;PC;1.0.1;pce9fp11e6p;win;471.937344011255
2015-11-17;PC;1.0.1;pz367p11e7p;win;535.579602068203
2015-12-02;PC;1.0.1;pbe2fp11e6p;lose;386.026104856554
2015-11-18;PC;1.0.1;p86azp401bp;lose;338.62086305551
2015-11-18;PC;1.0.1;pc478p11e6p;lose;301.566843503464
2015-12-01;PC;1.0.1;pzed4p4zzep;lose;477.258898800481
2015-12-10;PS4;1.0.2;pe6cbp4374p;lose;307.315447067298
2015-11-16;PC;1.0.1;p16e7p4a26p;win;345.716328514857
2015-12-06;PS4;1.0.2;pz2f6p422cp;win;472.594820218242
2015-11-23;PS4;1.0.1;pf628p4f66p;lose;328.707786192269
2015-11-31;PC;1.0.1;pc461p11e6p;lose;453.989407117659
2015-12-03;PS4;1.0.1;pa404p11e7p;win;544.711428570946
2015-11-15;PC;1.0.1;p9871p11e7p;lose;464.120852898793
2015-11-25;PC;1.0.1;p9268p441ep;lose;517.553295818317
2015-11-12;PS4;1.0.1;pz796p11e7p;win;473.021010535894
2015-12-02;PC;1.0.1;pc3f8p11e6p;lose;286.389093790679
2015-12-02;PS4;1.0.1;p0128p48f8p;win;521.661409505936
2015-11-13;PC;1.0.1;p20d4p440fp;win;297.604006693787
2015-11-14;PS4;1.0.1;pzd8fp11e7p;win;469.624268958694
2015-11-12;PC;1.0.1;p21c4p11e7p;lose;506.396017881667
2015-12-08;PS4;1.0.2;pfc02p49b0p;win;574.311504895965
2015-11-24;PC;1.0.1;pbd94p11e6p;lose;458.210422344648
2015-11-14;PC;1.0.1;pca23p11e6p;lose;306.964682758084
2015-11-30;PC;1.0.1;pc163p11e6p;lose;434.10058931604
2015-11-26;PS4;1.0.1;pa481p4z92p;win;309.524421513802
2015-11-25;PS4;1.0.1;pa463p4c99p;lose;276.471419707399
2015-11-17;PC;1.0.1;pccbcp11e6p;win;348.073049211715
2015-11-26;PC;1.0.1;p97dbp436bp;lose;329.03750889908
2015-11-28;PS4;1.0.1;pz7d4p4392p;win;377.842665792666
2015-11-18;PC;1.0.1;p3z8fp40a8p;lose;524.909328204235
2015-12-12;PS4;1.0.2;pdc6ep47cep;win;501.106570942264
2015-11-31;PC;1.0.1;pbe19p11e6p;win;377.079354410575
2015-12-08;PC;1.0.2;pbe26p11e6p;lose;299.721382649028
2015-11-15;PC;1.0.1;pcb39p11e6p;lose;301.307835988803
2015-11-15;PS4;1.0.1;pz64zp11e7p;win;378.013596926654
2015-12-05;PC;1.0.2;pbdd3p11e6p;lose;540.101023974282
2015-11-21;PC;1.0.1;p1ca3p11e7p;win;311.144171040053
2015-12-11;PC;1.0.2;p18e8p4z8bp;win;339.22858086932
2015-12-11;PC;1.0.2;peb06p4dbbp;lose;390.587571967442
2015-12-08;PC;1.0.2;pzf01p11e7p;lose;414.592537593657
2015-12-11;PC;1.0.2;pza3dp41a6p;lose;539.577582689483
2015-12-12;PS4;1.0.2;pz796p11e7p;win;520.151454672581
2015-12-07;PS4;1.0.2;pb0z7p421bp;win;474.923391897876
2015-11-23;PC;1.0.1;pczzdp11e6p;lose;443.615624407945
2015-11-29;PC;1.0.1;pb7d4p44c1p;lose;477.415644454542
2015-11-31;PC;1.0.1;p7be6p49dcp;win;488.413784012655
2015-11-14;PS4;1.0.1;p231ep4ebbp;win;426.975632302725
2015-11-17;PC;1.0.1;p98edp11e7p;lose;524.197259245323
2015-12-05;PC;1.0.2;pzb1cp49zfp;lose;331.559820003056
2015-11-16;PS4;1.0.1;p86b4p11e7p;win;419.568279324012
2015-12-11;PS4;1.0.2;p0z1cp4a33p;win;606.671643786643
2015-12-05;PS4;1.0.2;p8b13p4704p;lose;304.28216402477
2015-12-04;PC;1.0.2;pc9c8p476cp;lose;287.85229451877
2015-11-28;PS4;1.0.1;pf048p4bb6p;lose;359.497431856039
2015-11-12;PC;1.0.1;p0dbbp401dp;win;555.274603313672
2015-12-01;PS4;1.0.1;pa968p11e7p;win;449.020814322995
2015-11-15;PC;1.0.1;pbdd8p11e6p;win;352.240807054172
2015-11-17;PC;1.0.1;pedbzp442cp;win;387.521165723132
2015-12-03;PC;1.0.1;p2fd9p11e7p;lose;388.007948545833
2015-11-12;PC;1.0.1;pbd92p11e6p;lose;366.560539059952
2015-11-21;PS4;1.0.1;p71fzp11e7p;lose;434.915466924102
2015-11-22;PC;1.0.1;p1ac9p11e7p;lose;285.335281577911
2015-11-20;PC;1.0.1;peb06p4dbbp;win;343.847301687671
2015-12-02;PC;1.0.1;p0cc1p11e7p;lose;388.500322920905
2015-11-23;PC;1.0.1;pdaffp46dcp;lose;522.814049529715
2015-11-24;PC;1.0.1;pc430p11e6p;lose;468.725063132675
2015-11-23;PC;1.0.1;p7be6p49dcp;win;473.871024172092
2015-11-28;PS4;1.0.1;p8767p11e7p;lose;397.426637206877
2015-12-11;PC;1.0.2;pc316p11e6p;lose;351.633277942739
2015-12-08;PS4;1.0.2;p2f90p4fc7p;win;565.969478741525
2015-12-10;PS4;1.0.2;peaeep4dd9p;lose;325.812573361055
2015-12-05;PS4;1.0.2;p8b13p4704p;lose;390.395433605247
2015-12-08;PS4;1.0.2;p8fd4p4280p;win;359.338782253108
2015-12-05;PS4;1.0.2;pecc2p4zc2p;lose;283.459730869398
2015-11-23;PC;1.0.1;pc3e3p436bp;lose;388.809643324165
2015-11-16;PC;1.0.1;p1802p4ae2p;win;343.016125624986
2015-12-08;PC;1.0.2;p1z31p11e7p;lose;367.896581572139
2015-11-20;PC;1.0.1;p16e7p4a26p;win;528.369404398413
2015-12-05;PS4;1.0.2;p84e3p423dp;lose;324.701517076055
2015-11-31;PS4;1.0.1;pe3e9p4122p;lose;465.793639252412
2015-11-15;PC;1.0.1;p9b06p11e7p;win;565.621782593386
2015-11-23;PC;1.0.1;p97dbp436bp;win;348.696662790714
2015-11-24;PC;1.0.1;p8a84p4929p;lose;385.641873435231
2015-12-11;PS4;1.0.2;p708ep43bdp;win;458.836416442488
2015-11-14;PC;1.0.1;pb471p4884p;lose;351.739065397976
2015-11-15;PC;1.0.1;p9989p11e7p;win;411.431320118678
2015-11-30;PC;1.0.1;p00f0p46e4p;win;415.031276213345
2015-12-06;PS4;1.0.2;pd24cp4db3p;win;412.334197534251
2015-11-23;PS4;1.0.1;pb33ep40aap;lose;489.734881984364
2015-12-05;PC;1.0.2;p9961p11e7p;lose;420.197803044182
2015-11-21;PC;1.0.1;p6d6fp4c63p;lose;257.674679903279
2015-12-12;PC;1.0.2;pc68dp4739p;win;573.934595598242
2015-12-12;PC;1.0.2;pb662p4cc4p;win;314.431298006929
2015-11-19;PS4;1.0.1;pdc27p4aeap;win;308.11478613214
2015-12-07;PC;1.0.2;p32fbp47fdp;lose;490.790145679752
2015-11-24;PS4;1.0.1;p204ap4af9p;lose;292.955343595989
2015-11-16;PC;1.0.1;pbfa4p443fp;win;573.034167069855
2015-11-19;PS4;1.0.1;p86abp4728p;win;392.40951052543
2015-12-11;PS4;1.0.2;p982ep4339p;lose;291.430142914182
2015-11-29;PS4;1.0.1;pe989p4e07p;lose;431.237768774259
2015-12-03;PS4;1.0.1;pz796p11e7p;win;466.662636809408
2015-12-11;PC;1.0.2;pbd9bp11e6p;lose;423.496532843746
2015-12-02;PC;1.0.1;p004dp4a20p;win;459.163721799826
2015-11-23;PC;1.0.1;pc882p11e6p;win;542.452490639474
2015-11-25;PC;1.0.1;p16e7p4a26p;lose;328.71279174721
2015-12-04;PC;1.0.2;p873fp11e7p;win;479.835753836702
2015-12-05;PC;1.0.2;pe2fep4ezzp;win;420.908700480642
2015-12-07;PC;1.0.2;p980bp11e7p;win;426.786281128671
2015-11-29;PS4;1.0.1;pdcf0p4fz3p;lose;457.323291755563
2015-12-05;PS4;1.0.2;p18aep42bdp;win;417.17830869286
2015-11-14;PC;1.0.1;pc303p11e6p;lose;391.538499042988
2015-11-22;PC;1.0.1;p627dp11e7p;lose;387.092675743847
2015-11-23;PC;1.0.1;p04b1p11e7p;lose;430.020919742739
2015-12-03;PC;1.0.1;pa6e6p11e7p;win;392.209528373668
2015-11-14;PC;1.0.1;p3314p4b68p;win;409.774634741106
2015-11-26;PS4;1.0.1;p28efp4zzep;lose;473.031075205943
2015-12-09;PS4;1.0.2;p18aep42bdp;win;584.411988306958
2015-11-19;PC;1.0.1;pc39ep11e6p;lose;445.075640891899
2015-11-29;PC;1.0.1;p98edp11e7p;lose;297.882198498048
2015-11-16;PC;1.0.1;pf9b8p11e6p;lose;317.687268940271
2015-11-16;PC;1.0.1;p48fcp11e7p;lose;362.074573050582
2015-12-02;PS4;1.0.1;pf78bp42b3p;lose;265.062849202024
2015-11-29;PC;1.0.1;pcz39p11e6p;lose;331.042905370385
2015-11-25;PC;1.0.1;pcd7fp11e6p;lose;285.837521275954
2015-11-17;PC;1.0.1;p6fbbp476zp;lose;412.085303093188
2015-11-24;PC;1.0.1;p8db3p4f3zp;win;368.299663225061
2015-12-04;PC;1.0.2;pc489p40a4p;win;550.866824701303
2015-11-12;PC;1.0.1;pd8f7p11e6p;win;373.287530645749
2015-11-16;PC;1.0.1;pz214p4z7cp;lose;425.857450317921
2015-11-17;PS4;1.0.1;p1321p488fp;win;423.345298004947
2015-11-14;PC;1.0.1;pb432p471fp;lose;272.114638060874
2015-11-25;PC;1.0.1;pb67dp4zbzp;win;517.637236992541
2015-11-24;PC;1.0.1;pd84cp497dp;lose;445.975896002749
2015-12-08;PC;1.0.2;pe700p448ap;win;516.027067862043
2015-11-22;PC;1.0.1;pz634p11e7p;win;451.38319818526
2015-11-19;PS4;1.0.1;p7a73p4022p;win;337.734903953443
2015-12-03;PS4;1.0.1;p92zbp11e7p;win;297.776176332902
2015-12-02;PS4;1.0.1;p2f90p4fc7p;lose;384.576671816071
2015-12-03;PC;1.0.1;pdaffp46dcp;win;507.635370139735
2015-12-01;PS4;1.0.1;p2e4ep43f3p;lose;261.12843525229
2015-12-07;PC;1.0.2;pafa1p4df0p;win;500.784970447114
2015-11-13;PC;1.0.1;p4942p4396p;lose;364.931035388699
2015-11-25;PS4;1.0.1;pa729p4870p;lose;306.635968890626
2015-11-19;PC;1.0.1;pz60zp4fc6p;lose;454.22992435241
2015-11-21;PC;1.0.1;p16dbp4e30p;win;518.973489307264
2015-11-19;PS4;1.0.1;pa463p4c99p;win;437.944723775884
2015-11-28;PS4;1.0.1;pcaz1p443fp;lose;341.535057947424
2015-11-27;PC;1.0.1;pe8e7p40a9p;win;385.993482953482
2015-11-15;PC;1.0.1;paa3cp4ac6p;lose;367.802354745895
2015-11-17;PC;1.0.1;pd142p4b2zp;win;470.181762102927
2015-12-02;PC;1.0.1;pd10cp4a34p;lose;393.857869742677
2015-12-04;PC;1.0.2;pe0e0p4z07p;win;470.322839169667
2015-12-06;PC;1.0.2;pc369p11e6p;win;472.891341937043
2015-12-07;PC;1.0.2;pe6f1p44b0p;lose;527.533077493842
2015-11-29;PC;1.0.1;p1e01p11e7p;lose;422.875063525585
2015-11-24;PC;1.0.1;pc4a3p11e6p;win;416.882999220387
2015-12-12;PS4;1.0.2;p204ap4af9p;lose;429.437667815685
2015-12-05;PS4;1.0.2;pc8b8p4694p;lose;408.130051216438
2015-11-28;PC;1.0.1;p999fp11e7p;win;540.511307729992
2015-12-03;PC;1.0.1;p987zp11e7p;win;298.499625295012
2015-12-10;PC;1.0.2;pbf00p11e6p;lose;527.308613971293
2015-12-10;PC;1.0.2;p1b3dp11e7p;win;494.743415128776
2015-11-12;PC;1.0.1;p7492p11e7p;win;426.408197352284
2015-11-21;PC;1.0.1;p6f0cp11e7p;win;449.471426026383
2015-11-15;PC;1.0.1;pc97bp11e6p;lose;304.333923589818
2015-11-22;PC;1.0.1;pe8e7p40a9p;lose;413.542464993664
2015-11-30;PS4;1.0.1;p89e4p11e7p;win;338.782250122924
2015-11-17;PC;1.0.1;pbe1ep11e6p;lose;354.653488499219
2015-12-07;PC;1.0.2;p98ccp11e7p;win;408.875204034749
2015-11-19;PS4;1.0.1;pb9dcp40c1p;lose;310.780719050389
2015-11-30;PC;1.0.1;pzb1cp49zfp;lose;442.259788425261
2015-11-19;PC;1.0.1;p6416p4339p;lose;502.175587354565
2015-11-21;PC;1.0.1;pbdezp11e6p;win;503.222929877824
2015-11-20;PC;1.0.1;pc81ap11e6p;win;288.700251892624
2015-12-06;PC;1.0.2;p8b63p11e7p;lose;319.485983540043
2015-12-01;PC;1.0.1;p9c1ep49f2p;win;571.886653432619
2015-12-02;PC;1.0.1;pc9z2p4300p;lose;442.467459638645
2015-11-19;PC;1.0.1;p16dbp4e30p;lose;524.741313483115
2015-12-06;PC;1.0.2;p3d76p11e7p;lose;384.853268052957
2015-12-10;PS4;1.0.2;p8zfep11e7p;lose;321.554920778981
2015-11-29;PC;1.0.1;p7872p11e7p;win;392.307799730043
2015-12-11;PS4;1.0.2;p7af9p47b2p;lose;452.245456430846
2015-11-30;PS4;1.0.1;p1fazp4zaap;win;419.122504207472
2015-11-29;PS4;1.0.1;p9c8dp11e7p;lose;502.707638385958
2015-12-05;PS4;1.0.2;p92zbp11e7p;win;498.087045776661
2015-11-17;PC;1.0.1;pcz3ep11e6p;lose;306.630056220015
2015-11-30;PC;1.0.1;p7f30p4z1dp;win;459.479098829914
2015-12-09;PS4;1.0.2;p9cb3p11e7p;lose;356.141766430626
2015-12-02;PC;1.0.1;p90zep11e7p;lose;411.180611384191
2015-11-12;PS4;1.0.1;pd8cdp42dep;lose;272.556202345268
2015-11-25;PS4;1.0.1;pz6z0p11e7p;lose;445.178627184978
2015-11-20;PC;1.0.1;pbf13p11e6p;win;558.686760042229
2015-11-27;PS4;1.0.1;p7a73p4022p;lose;398.56385278251
2015-11-31;PC;1.0.1;p7be6p49dcp;win;423.813150215156
2015-12-01;PC;1.0.1;pbdczp11e6p;lose;348.955658697086
2015-11-27;PC;1.0.1;pzb1cp49zfp;lose;519.708929834359
2015-11-30;PC;1.0.1;p6d6fp4c63p;win;433.842355122237
2015-11-21;PC;1.0.1;pc1dep4af3p;lose;518.050614894931
2015-12-01;PS4;1.0.1;pca03p4118p;win;383.759724046138
2015-11-17;PC;1.0.1;p08c6p468ep;win;344.493319232548
2015-11-12;PC;1.0.1;pbf00p11e6p;win;572.004369112124
2015-12-12;PC;1.0.2;pb67dp4zbzp;lose;342.289054336178
2015-12-09;PS4;1.0.2;p73c9p494cp;lose;330.023921684219
2015-11-26;PC;1.0.1;p1e3bp11e7p;win;566.641153015233
2015-11-15;PC;1.0.1;p4942p4396p;win;533.630600032998
2015-12-08;PC;1.0.2;p97eep11e7p;lose;383.01509229448
2015-12-07;PS4;1.0.2;pzc08p11e7p;lose;549.962393456423
2015-11-28;PC;1.0.1;p4zbdp4c7bp;lose;486.064398619227
2015-12-11;PS4;1.0.2;p2d69p4a0zp;win;545.92231935436
2015-12-12;PS4;1.0.2;p96b6p11e7p;win;515.370611493846
2015-12-06;PC;1.0.2;p00c0p4ab6p;win;596.059221050581
2015-12-09;PC;1.0.2;p3d76p11e7p;lose;304.488628892476
2015-11-29;PC;1.0.1;p33b6p11e7p;win;401.1561231338
2015-12-04;PC;1.0.2;p247ep11e7p;win;415.29521409257
2015-11-14;PS4;1.0.1;p9c4ap11e7p;win;466.491239482104
2015-12-10;PS4;1.0.2;pb00ap4809p;lose;322.475916408668
2015-11-29;PS4;1.0.1;pe4f7p4462p;lose;480.420082430633
2015-11-24;PS4;1.0.1;p89e4p11e7p;lose;356.3009171255
2015-11-29;PS4;1.0.1;pc83zp41cbp;lose;478.190643792859
2015-11-12;PC;1.0.1;p9bz6p4ab3p;win;449.155601015514
2015-11-19;PS4;1.0.1;pzze0p11e7p;lose;263.87391463587
2015-12-04;PS4;1.0.2;p6af3p44b7p;win;406.347213865448
2015-11-17;PC;1.0.1;p14bap4z97p;lose;352.753719347749
2015-12-07;PS4;1.0.2;pz796p11e7p;win;409.232789937257
2015-11-13;PC;1.0.1;pbe19p11e6p;lose;323.615835580932
2015-12-09;PC;1.0.2;pzb1cp49zfp;win;471.066629521474
2015-11-23;PS4;1.0.1;p9a80p11e7p;lose;296.854419861045
2015-12-11;PC;1.0.2;pc3d8p11e6p;lose;310.705623718288
2015-11-26;PC;1.0.1;p9989p11e7p;lose;471.991139169326
2015-11-14;PS4;1.0.1;p2daep46dbp;lose;417.095998991406
2015-11-26;PC;1.0.1;pbf07p11e6p;win;315.941482891145
2015-12-09;PS4;1.0.2;p6909p11e7p;win;480.33253002497
2015-12-09;PC;1.0.2;pc303p11e6p;win;447.458911050699
2015-11-13;PC;1.0.1;p1c08p460dp;lose;277.588878560028
2015-11-23;PC;1.0.1;p913ep41z7p;win;381.908038393676
2015-12-09;PS4;1.0.2;p8fd4p4280p;lose;420.846984041956
2015-11-26;PS4;1.0.1;pzd8fp11e7p;win;577.567967420386
2015-11-29;PC;1.0.1;pzed4p4zzep;lose;514.782247229669
2015-11-13;PC;1.0.1;p4942p4396p;win;472.186879369949
2015-12-10;PC;1.0.2;peb7ap11e6p;win;527.22056447428
2015-12-06;PC;1.0.2;pze7ep11e7p;win;416.008421196806
